Temps (s),Consigne (°C),Erreur (°C),Thermistance 1 - T1 (°C),Thermistance 2 - T2 (°C),Thermistance 3 - T3 (°C),T4',Thermistance 3 estimée - T3_moy (°C),Commande (PWM)
78.37864327430725,23.0,0.0,19.52,21.03,21.41,,21.41,-10.0
78.8800401687622,23.0,0.0,19.52,21.03,21.41,,21.41,-10.0
79.37809205055237,23.0,0.0,19.52,21.03,21.41,,21.41,-10.0
79.89192390441895,23.0,0.0,19.48,21.03,21.41,,21.41,-10.0
80.38366961479187,23.0,0.0,19.48,20.99,21.41,,21.41,-10.0
80.87562704086304,23.0,0.0,19.48,20.99,21.41,,21.41,-10.0
81.39629530906677,23.0,0.0,19.48,20.99,21.41,,21.41,-10.0
81.89677953720093,23.0,0.0,19.48,20.99,21.38,,21.38,-10.0
82.39009952545166,23.0,0.0,19.48,20.99,21.41,,21.41,-10.0
82.89477229118347,23.0,0.0,19.48,20.99,21.41,,21.41,-10.0
83.38234353065491,23.0,0.0,19.48,20.99,21.41,,21.41,-10.0
83.89789628982544,23.0,0.0,19.48,20.99,21.38,,21.38,-10.0
84.39063692092896,23.0,0.0,19.43,20.99,21.38,,21.38,-10.0
84.89080142974854,23.0,0.0,19.43,20.99,21.38,,21.38,-10.0
85.39371395111084,23.0,0.0,19.43,20.96,21.38,,21.38,-10.0
85.89056324958801,23.0,0.0,19.43,20.99,21.38,,21.38,-10.0
86.39091491699219,23.0,0.0,19.43,20.99,21.38,,21.38,-10.0
86.90004348754883,23.0,0.0,19.43,20.96,21.38,,21.38,-10.0
87.39721703529358,23.0,0.0,19.43,20.96,21.38,,21.38,-10.0
87.89636254310608,23.0,0.0,19.43,20.96,21.38,,21.38,-10.0
88.39350581169128,23.0,0.0,19.43,20.96,21.38,,21.38,-10.0
88.90196108818054,23.0,0.0,19.43,20.93,21.38,,21.38,-10.0
89.40291261672974,23.0,0.0,19.39,20.93,21.38,,21.38,-10.0
89.89861702919006,23.0,0.0,19.39,20.96,21.38,,21.38,-10.0
90.40410423278809,23.0,0.0,19.39,20.96,21.38,,21.38,-10.0
90.90310192108154,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
91.40133357048035,23.0,0.0,19.39,20.96,21.34,,21.34,-10.0
91.90593552589417,23.0,0.0,19.39,20.96,21.34,,21.34,-10.0
92.40696501731873,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
92.90488839149475,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
93.4141047000885,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
93.91203546524048,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
94.41031193733215,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
94.91875791549683,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
95.41621279716492,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
95.93577694892883,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
96.42446947097778,23.0,0.0,19.39,20.93,21.34,,21.34,-10.0
96.93246650695801,23.0,0.0,19.39,20.93,21.31,,21.31,-10.0
97.4366250038147,23.0,0.0,19.35,20.89,21.31,,21.31,-10.0
97.92172479629517,23.0,0.0,19.39,20.89,21.31,,21.31,-10.0
98.4348521232605,23.0,0.0,19.39,20.89,21.31,,21.31,-10.0
98.942706823349,23.0,0.0,19.35,20.89,21.31,,21.31,-10.0
99.42282462120056,23.0,0.0,19.35,20.89,21.31,,21.31,-10.0
99.95210027694702,23.0,0.0,19.39,20.89,21.31,,21.31,-10.0
100.44299125671387,23.0,0.0,19.39,20.89,21.31,,21.31,-10.0
100.93306756019592,23.0,0.0,19.3,20.86,21.31,,21.31,-10.0
101.43968439102173,23.0,0.0,19.3,20.89,21.31,,21.31,-10.0
101.94491124153137,23.0,0.0,19.35,20.89,21.27,,21.27,-10.0
102.43502044677734,23.0,0.0,19.35,20.89,21.31,,21.31,-10.0
102.94056868553162,23.0,0.0,19.3,20.89,21.27,,21.27,-10.0
103.44359540939331,23.0,0.0,19.3,20.89,21.31,,21.31,-10.0
103.95736503601074,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
104.4458839893341,23.0,0.0,19.3,20.89,21.27,,21.27,-10.0
104.9495837688446,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
105.46003103256226,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
105.9491958618164,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
106.45747518539429,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
106.96138262748718,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
107.46551609039307,23.0,0.0,19.3,20.86,21.27,,21.27,-10.0
107.95545053482056,23.0,0.0,19.26,20.86,21.27,,21.27,-10.0
108.4625174999237,23.0,0.0,19.3,20.82,21.27,,21.27,-10.0
108.95664978027344,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
109.45556497573853,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
109.95637059211731,23.0,0.0,19.3,20.86,21.23,,21.23,-10.0
110.47619247436523,23.0,0.0,19.26,20.82,21.27,,21.27,-10.0
110.970299243927,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
111.45701003074646,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
111.97136616706848,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
112.47364044189453,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
112.96723675727844,23.0,0.0,19.21,20.82,21.23,,21.23,-10.0
113.45941925048828,23.0,0.0,19.21,20.82,21.23,,21.23,-10.0
114.46627187728882,23.0,0.0,19.26,20.82,21.23,,21.23,-10.0
114.95621871948242,23.0,0.0,19.21,20.79,21.23,,21.23,-10.0
115.33833813667297,23.0,0.0,19.21,20.82,21.23,,21.23,-10.0
115.71069622039795,23.0,0.0,19.21,20.79,21.23,,21.23,-10.0
116.23849391937256,23.0,0.0,19.21,20.82,21.2,,21.2,-10.0
116.68497443199158,23.0,0.0,19.21,20.79,21.2,,21.2,-10.0
117.07951307296753,23.0,0.0,19.21,20.79,21.23,,21.23,-10.0
